,recipe,amount,unit,ingredient,price,instruction
314,great-vegan-ramen-recipe,1.0,236.6,white miso,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
315,great-vegan-ramen-recipe,1.0,14.8,crushed chile flakes,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
316,great-vegan-ramen-recipe,4.0,-1.0,scallions (or shallots),167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
317,great-vegan-ramen-recipe,3.0,-1.0,piece of ginger,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
318,great-vegan-ramen-recipe,4.0,-1.0,medium garlic cloves,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
319,great-vegan-ramen-recipe,2.0,14.8,mirin,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
320,great-vegan-ramen-recipe,1.0,14.8,spicy paste (for ex: fermented gochujang paste or a favorite curry paste),167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
321,great-vegan-ramen-recipe,2.0,-1.0,segment of ginger,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
322,great-vegan-ramen-recipe,1.0,14.8,turmeric powder,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
323,great-vegan-ramen-recipe,3.0,14.8,seeds (blend of sesame and hemp),167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
324,great-vegan-ramen-recipe,2.0,14.8,crushed red pepper flakes,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
325,great-vegan-ramen-recipe,2.0,14.8,hot paprika,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
326,great-vegan-ramen-recipe,2.0,14.8,toasted sesame oil,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
327,great-vegan-ramen-recipe,6.0,14.8,organic sunflower oil,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
328,great-vegan-ramen-recipe,2.0,14.8,sake,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
329,great-vegan-ramen-recipe,1.0,14.8,brown sugar,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
330,great-vegan-ramen-recipe,2.0,14.8,white or chickpea miso,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
331,spicy-instant-pot-taco-soup-recipe,2.0,14.8,extra-virgin olive oil,64.39000000000001,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 10 minutes (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Taste and adjust with more salt, if needed. Serve as-is, or topped with pepitas, sliced avocado, cilantro, and salted yogurt. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL."
332,spicy-instant-pot-taco-soup-recipe,1.0,-1.0,large onion,64.39000000000001,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 10 minutes (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Taste and adjust with more salt, if needed. Serve as-is, or topped with pepitas, sliced avocado, cilantro, and salted yogurt. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL."
333,spicy-instant-pot-taco-soup-recipe,3.0,-1.0,garlic,64.39000000000001,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 10 minutes (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Taste and adjust with more salt, if needed. Serve as-is, or topped with pepitas, sliced avocado, cilantro, and salted yogurt. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL."
334,spicy-instant-pot-taco-soup-recipe,3.0,14.8,taco seasoning,64.39000000000001,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 10 minutes (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Taste and adjust with more salt, if needed. Serve as-is, or topped with pepitas, sliced avocado, cilantro, and salted yogurt. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL."
335,spicy-instant-pot-taco-soup-recipe,0.5,236.6,quinoa,64.39000000000001,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 10 minutes (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Taste and adjust with more salt, if needed. Serve as-is, or topped with pepitas, sliced avocado, cilantro, and salted yogurt. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL."
336,spicy-instant-pot-taco-soup-recipe,4.0,236.6,water,64.39000000000001,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 10 minutes (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Taste and adjust with more salt, if needed. Serve as-is, or topped with pepitas, sliced avocado, cilantro, and salted yogurt. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL."
337,spicy-instant-pot-taco-soup-recipe,0.25,14.8,salt,64.39000000000001,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 10 minutes (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Taste and adjust with more salt, if needed. Serve as-is, or topped with pepitas, sliced avocado, cilantro, and salted yogurt. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL."
